nst,magError,magNst,longitude,gap,time,type,updated,id,place,latitude,mag,magSource,net,magType,horizontalError,status,depthError,locationSource,dmin,rms,depth
91,,,-145.8128,158.399987328001,2016-02-05T18:28:42.000Z,earthquake,2016-02-15T18:41:03.856Z,ak12707772,"34km ENE of Middleton Island, Alaska",59.5548,3.5,ak,ak,ml,0.3,reviewed,0.5,ak,,0.61,25.4
,0.047,147,153.6156,27,2016-02-05T17:48:43.180Z,earthquake,2016-02-09T17:27:49.524Z,us20004y63,"64km E of Taron, Papua New Guinea",-4.4354,5.1,us,us,mb,7,reviewed,5.9,us,1.468,0.96,96.77
,0.056,96,-74.5938,72,2016-02-05T17:44:45.440Z,earthquake,2016-02-13T14:57:01.217Z,us20004y62,"62km N of Pucallpa, Peru",-7.8183,4.7,us,us,mb,6.7,reviewed,3.4,us,1.873,1.02,146.2
,0.082,49,85.2486,145,2016-02-05T16:20:11.640Z,earthquake,2016-02-08T14:52:03.261Z,us20004y4t,"16km NNW of Kathmandu, Nepal",27.8396,5.2,us,us,mb,8.2,reviewed,5.7,us,0.139,1.16,25.95
,0.065,62,-97.7937,39,2016-02-05T16:09:30.200Z,earthquake,2016-02-06T00:27:27.310Z,us20004y4l,"19km NNE of Enid, Oklahoma",36.5533,3.4,us,us,mb_lg,1.5,reviewed,2,us,0.16,0.3,5
,0.079,42,-97.7948,71,2016-02-05T16:06:24.040Z,earthquake,2016-02-06T00:09:38.348Z,us20004y4k,"19km NNE of Enid, Oklahoma",36.5536,2.9,us,us,mb_lg,1.1,reviewed,2,us,0.159,0.38,5
,0.073,60,169.0615,68,2016-02-05T14:12:19.700Z,earthquake,2016-02-05T22:14:55.160Z,us20004y2m,"56km NNW of Isangel, Vanuatu",-19.0739,4.9,us,us,mb,7.6,reviewed,7.3,us,2.409,1.38,106.48
,0.132,18,168.2519,79,2016-02-05T13:42:12.040Z,earthquake,2016-02-05T21:45:09.864Z,us20004y2i,"114km S of Port-Vila, Vanuatu",-18.768,4.9,us,us,mb,5.7,reviewed,7.9,us,2.214,0.68,41.12
,0.132,15,-97.2654,35,2016-02-05T13:21:43.640Z,earthquake,2016-02-05T21:24:12.274Z,us20004y2b,"12km S of Perry, Oklahoma",36.1797,2.6,us,us,mb_lg,1.2,reviewed,7.2,us,0.297,0.55,4.81
,0.071,52,-97.5485,61,2016-02-05T11:38:50.140Z,earthquake,2016-02-05T11:55:17.119Z,us20004y16,"23km W of Perry, Oklahoma",36.3186,2.9,us,us,mb_lg,0.7,reviewed,7.6,us,0.22,0.46,4.78
77,,,-152.9235,43.1999965440003,2016-02-05T11:28:10.000Z,earthquake,2016-02-15T18:40:46.975Z,ak12700024,"42km NNW of Redoubt Volcano, Alaska",60.857,2.8,ak,ak,ml,0.3,reviewed,0.3,ak,,0.8,162.4
,0.163,12,-73.7512,164,2016-02-05T10:44:40.050Z,earthquake,2016-02-05T18:47:10.977Z,us20004y11,"86km NW of Talcahuano, Chile",-36.1344,4.5,us,us,mb,6.5,reviewed,4.4,us,1.86,0.75,12.9
110,,,-153.3144,46.7999962560003,2016-02-05T08:48:53.000Z,earthquake,2016-02-15T18:41:01.488Z,ak12696955,"84km W of Anchor Point, Alaska",59.6793,3.5,ak,ak,ml,0.3,reviewed,0.3,ak,,0.57,109.2
,0.082,39,-98.6979,108,2016-02-05T08:08:57.070Z,earthquake,2016-02-05T08:53:50.940Z,us20004y0i,"29km NW of Fairview, Oklahoma",36.4657,2.6,us,us,mb_lg,1.7,reviewed,2,us,0.242,0.36,5
,0.191,8,-67.4469,65,2016-02-05T07:05:07.590Z,earthquake,2016-02-05T15:07:52.089Z,us20004y08,"84km SW of Uyuni, Bolivia",-20.9542,4.5,us,us,mb,8.4,reviewed,9.8,us,1.792,0.53,215.6
,0.101,29,139.1131,71,2016-02-05T07:02:19.610Z,earthquake,2016-02-06T07:25:18.721Z,us20004y07,"5km SE of Maebashi-shi, Japan",36.3624,4.6,us,us,mb,4.2,reviewed,5.7,us,0.75,0.98,141.55
8,,5,-161.8951,205.199983584001,2016-02-05T06:41:02.000Z,earthquake,2016-02-15T18:39:00.269Z,ak12798669,"85km NE of Cold Bay, Alaska",55.7889,2.6,ak,ak,ml,3.4,reviewed,1.2,ak,0.1257641,0.65,175.1
,,,-67.335,,2016-02-05T06:09:24.000Z,earthquake,2016-02-06T06:18:26.391Z,us20004yae,"43km SSW of Nackawic, Canada",45.606,2.6,ott,us,mb_lg,2.3,reviewed,2,ott,,0.53,1
9,0,9,-64.468,302.4,2016-02-05T05:54:56.200Z,earthquake,2016-02-05T13:57:44.496Z,pr16036004,"51km NNE of Road Town, British Virgin Islands",18.8645,3.2,pr,pr,Md,6.3,reviewed,6,pr,0.46712395,0.23,6
32,,32,-143.6707,255.599979552002,2016-02-05T05:48:10.000Z,earthquake,2016-02-15T18:39:55.132Z,ak12692426,"182km ESE of Middleton Island, Alaska",58.5451,2.5,ak,ak,ml,4.8,reviewed,5.3,ak,1.431016,0.42,8.7
4,0,4,-64.0767,345.6,2016-02-05T05:43:57.700Z,earthquake,2016-02-05T13:46:38.635Z,pr16036006,"57km E of Road Town, British Virgin Islands",18.4197,2.8,pr,pr,Md,7.2,reviewed,1.8,pr,0.51203971,0.11,70
,0.062,83,-71.6656,149,2016-02-05T05:28:08.570Z,earthquake,2016-02-05T18:59:42.040Z,us20004xzw,"69km SW of Ovalle, Chile",-31.0814,4.9,us,us,mb,5.8,reviewed,5.4,us,0.407,0.84,26.68
,0.058,94,-71.7623,144,2016-02-05T05:24:40.520Z,earthquake,2016-02-05T13:27:23.096Z,us20004xzv,"75km SW of Ovalle, Chile",-31.074,5,us,us,mb,4.6,reviewed,5.2,us,0.413,0.76,25.85
,0.054,115,122.3733,89,2016-02-05T05:00:46.800Z,earthquake,2016-02-05T13:03:27.428Z,us20004xzs,"8km ESE of San Francisco, Philippines",13.7502,5.2,us,us,mb,8.5,reviewed,1.9,us,7.349,0.97,10
,0.103,28,151.6315,78,2016-02-05T04:12:56.970Z,earthquake,2016-02-05T12:15:40.283Z,us20004xzk,"132km SSW of Kokopo, Papua New Guinea",-5.3662,4.6,us,us,mb,9.6,reviewed,9.4,us,1.282,0.79,64.93
12,,10,-178.593,251.999979840002,2016-02-05T03:58:14.000Z,earthquake,2016-02-15T18:42:48.114Z,ak12798660,"43km NW of Tanaga Volcano, Alaska",52.1537,2.6,ak,ak,ml,12.5,reviewed,2.5,ak,0.3835806,0.38,158.7
,0.178,9,72.4408,78,2016-02-05T03:32:24.480Z,earthquake,2016-02-05T11:35:10.034Z,us20004xzg,"94km ESE of Vanj, Tajikistan",38.02,4.4,us,us,mb,3.6,reviewed,12.3,us,1.729,1.13,57.74
41,0.167,52,-118.8595,87,2016-02-05T03:28:06.080Z,earthquake,2016-02-06T02:35:19.919Z,nc72588696,"12km SE of Mammoth Lakes, California",37.5748333,2.8,nc,nc,md,0.16,reviewed,0.32,nc,0.02851,0.05,5.27
5,0,5,-66.8712,284.4,2016-02-05T03:23:36.400Z,earthquake,2016-02-05T11:26:56.290Z,pr16036005,"42km N of Hatillo, Puerto Rico",18.8708,2.8,pr,pr,Md,2.2,reviewed,3.9,pr,0.53180265,0.2,44
6,0,5,-67.5435,219.6,2016-02-05T02:39:37.100Z,earthquake,2016-02-05T10:42:06.009Z,pr16036003,"60km NW of Aguadilla, Puerto Rico",18.833,2.5,pr,pr,Md,4.4,reviewed,7.1,pr,0.78422924,0.25,59
7,0,6,-67.7301,324,2016-02-05T02:36:03.200Z,earthquake,2016-02-05T10:38:43.463Z,pr16036002,"70km NW of Rincon, Puerto Rico",18.7819,2.8,pr,pr,Md,4.5,reviewed,7.8,pr,0.8578911,0.31,64
8,,7,-165.0701,309.599975232002,2016-02-05T02:32:07.000Z,earthquake,2016-02-15T18:42:47.454Z,ak12798657,"218km SSE of Unalaska, Alaska",52.1216,2.8,ak,ak,ml,22.1,reviewed,22.8,ak,1.924191,0.32,11.1
12,0,11,-67.67,309.6,2016-02-05T02:27:43.300Z,earthquake,2016-02-05T10:30:14.089Z,pr16036000,"78km NW of Aguadilla, Puerto Rico",18.944,3.3,pr,pr,Md,3.7,reviewed,3.4,pr,0.58390493,0.25,6
16,,2,-176.009,169.199986464001,2016-02-05T01:48:41.000Z,earthquake,2016-02-15T18:39:53.137Z,ak12686461,"50km ENE of Adak, Alaska",52.0963,3.4,ak,ak,ml,2.2,reviewed,0.5,ak,0.06198375,0.45,101.5
,0.037,230,145.8373,79,2016-02-04T23:45:35.540Z,earthquake,2016-02-15T02:01:44.820Z,us20004xyk,"64km NNE of Agrihan, Northern Mariana Islands",19.3267,4.8,us,us,mb,8.9,reviewed,6.9,us,4.063,0.52,116.85
,0.143,14,146.0295,85,2016-02-04T23:22:25.900Z,earthquake,2016-02-16T05:18:20.595Z,us20004yzj,"198km SW of Lorengau, Papua New Guinea",-3.3139,4.4,us,us,mb,10.3,reviewed,4.6,us,1.837,0.37,31.07
103,,84,-153.3145,43.1999965440003,2016-02-04T23:20:28.000Z,earthquake,2016-02-15T01:53:02.040Z,ak12683476,"84km W of Anchor Point, Alaska",59.6805,3.6,ak,ak,ml,0.3,reviewed,0.3,ak,0.05030566,0.71,108.6
,0.118,22,-27.8039,104,2016-02-04T22:45:09.690Z,earthquake,2016-02-16T04:06:40.940Z,us20004y0g,"147km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",-55.4201,4.7,us,us,mb,9.1,reviewed,6.6,us,5.145,0.46,20.58
,0.063,24,139.6333,106,2016-02-04T22:41:47.140Z,earthquake,2016-02-15T00:19:30.618Z,us20004xxu,"7km SE of Komae, Japan",35.5914,4.3,us,us,mwr,3.8,reviewed,4.8,us,0.782,0.83,28.74
,0.046,156,122.2497,35,2016-02-04T22:41:37.280Z,earthquake,2016-02-15T00:29:58.750Z,us20004xxv,"4km SW of Rosario, Philippines",13.8264,5.2,us,us,mb,6.9,reviewed,4.2,us,1.303,0.81,24.44
,0.132,17,-28.4605,148,2016-02-04T22:19:52.620Z,earthquake,2016-02-16T05:07:27.103Z,us20004yzi,Central Mid-Atlantic Ridge,0.8016,4.6,us,us,mb,6.1,reviewed,1.9,us,9.927,0.71,10
,,,-97.389,65,2016-02-04T21:48:08.700Z,earthquake,2016-02-15T02:24:11.096Z,us20004xxg,"8km NNE of Guthrie, Oklahoma",35.951,2.6,tul,us,ml,1,reviewed,6.2,tul,,0.52,6.971
52,0.131,26,-117.8143333,40,2016-02-04T21:08:39.310Z,earthquake,2016-02-05T20:01:20.926Z,ci37520472,"17km WNW of Johannesburg, California",35.4018333,2.87,ci,ci,ml,0.13,reviewed,0.54,ci,0.1329,0.12,6.74
12,,11,-163.8558,125.999989920001,2016-02-04T20:44:13.000Z,earthquake,2016-02-10T08:31:57.044Z,ak12794174,"29km WSW of False Pass, Alaska",54.792,2.7,ak,ak,ml,8.6,reviewed,0.7,ak,0.05928881,0.56,159.7
,0.072,50,-97.4111,65,2016-02-04T20:27:39.640Z,earthquake,2016-02-05T00:50:40.569Z,us20004xvy,"10km N of Guthrie, Oklahoma",35.9758,2.9,us,us,mb_lg,1.3,reviewed,1.9,us,0.182,0.26,5
15,0,13,-65.406,237.6,2016-02-04T20:03:49.500Z,earthquake,2016-02-05T04:06:29.235Z,pr16035002,"73km NNE of Luquillo, Puerto Rico",18.9715,2.9,pr,pr,Md,2.1,reviewed,5.5,pr,0.6701432,0.27,45
,0.08,45,161.5888,161,2016-02-04T19:28:14.440Z,earthquake,2016-02-05T03:30:50.586Z,us20004xvh,"227km SSW of Ust'-Kamchatsk Staryy, Russia",54.249,4.4,us,us,mb,12.1,reviewed,6.5,us,2.137,0.78,72.69
,0.077,48,-92.1946,187,2016-02-04T18:08:36.290Z,earthquake,2016-02-05T02:11:05.991Z,us20004xfs,"2km ENE of Suchiate, Mexico",14.5612,4.4,us,us,mb,3.7,reviewed,10.8,us,0.485,0.69,63.46
,0.041,193,-71.7629,113,2016-02-04T17:55:01.110Z,earthquake,2016-02-04T19:55:04.249Z,us20004x4m,"72km SW of Ovalle, Chile",-31.0398,5,us,us,mb,6.1,reviewed,4.3,us,0.381,0.85,27.24
84,,70,-152.77,61.1999951040004,2016-02-04T17:33:15.000Z,earthquake,2016-02-10T08:34:14.442Z,ak12677387,"54km WNW of Anchor Point, Alaska",59.8882,3,ak,ak,ml,0.3,reviewed,0.2,ak,0.2066125,0.57,92.4
,0.132,16,133.4325,99,2016-02-04T17:11:48.800Z,earthquake,2016-02-05T01:14:30.164Z,us20004x3m,"233km E of Saumlaki, Indonesia",-7.8943,4.2,us,us,mb,6.9,reviewed,5.5,us,2.115,0.98,14.63
,0.044,175,126.4346,20,2016-02-04T16:13:04.040Z,earthquake,2016-02-09T15:47:48.559Z,us20004x3g,"136km NW of Kota Ternate, Indonesia",1.5866,5.3,us,us,mb,6.8,reviewed,1.7,us,1.234,0.97,10
9,,5,179.2097,345.599972352002,2016-02-04T15:53:46.000Z,earthquake,2016-02-10T08:31:37.238Z,ak12794154,"107km SSW of Semisopochnoi Island, Alaska",51.0208,2.9,ak,ak,ml,6.7,reviewed,4.7,ak,1.422033,0.7,26.4
,0.114,20,-97.1583,47,2016-02-04T15:46:56.370Z,earthquake,2016-02-09T15:27:36.056Z,us20004xxm,"7km SSW of Mansfield, Texas",32.4952,2.7,us,us,mb_lg,5,reviewed,1.2,us,0.029,0.8,9.56
,0.047,144,93.2464,46,2016-02-04T15:30:49.830Z,earthquake,2016-02-09T15:18:16.199Z,us20004x3a,"290km NNE of Bamboo Flat, India",14.2695,5.1,us,us,mb,7,reviewed,1.7,us,2.643,0.96,10
10,,5,-162.2815,233.999981280002,2016-02-04T14:05:30.000Z,earthquake,2016-02-10T08:30:47.634Z,ak12794143,"94km SE of False Pass, Alaska",54.3217,2.6,ak,ak,ml,0.7,reviewed,0.5,ak,0.7824326,0.71,12.8
,0.075,58,28.3545,85,2016-02-04T12:43:59.920Z,earthquake,2016-02-04T13:51:25.087Z,us20004x2l,"77km W of Sake, Democratic Republic of the Congo",-1.5034,5.1,us,us,mb,10.8,reviewed,1.9,us,2.546,1.34,10
,,,-70.365,,2016-02-04T12:38:28.000Z,earthquake,2016-02-05T06:38:32.025Z,us20004y06,"26km SSE of Baie-Saint-Paul, Canada",47.219,2.5,ott,us,mb_lg,5.3,reviewed,8,ott,,0.44,9.5
,0.109,27,-177.5661,121,2016-02-04T08:52:15.800Z,earthquake,2016-02-04T17:05:20.083Z,us20004x15,"139km SSE of Raoul Island, New Zealand",-30.4873,5,us,us,mb,8.9,reviewed,1.9,us,1.277,1.35,10
36,,30,-150.7188,39.5999968320002,2016-02-04T08:27:13.000Z,earthquake,2016-02-10T08:34:54.206Z,ak12671550,"46km NW of Willow, Alaska",62.0125,2.5,ak,ak,ml,0.2,reviewed,0.3,ak,0.3826823,0.72,0.1
7,,5,-173.5773,302.399975808002,2016-02-04T08:23:31.000Z,earthquake,2016-02-10T08:31:08.187Z,ak12794128,"80km SSE of Atka, Alaska",51.5849,2.5,ak,ak,ml,15.3,reviewed,16.9,ak,0.7249404,0.57,25.2
42,0.333,24,-112.0351667,68,2016-02-04T07:46:59.670Z,earthquake,2016-02-07T00:11:32.064Z,mb80123179,"7km WNW of Clancy, Montana",46.5036667,3.67,mb,mb,ml,0.34,reviewed,0.53,mb,0.251,0.18,6.88
59,0.123,115,-119.9756667,34,2016-02-04T07:20:58.120Z,earthquake,2016-02-08T06:37:40.316Z,ci37520200,"12km N of Simmler, California",35.4606667,3.51,ci,ci,ml,0.24,reviewed,0.63,ci,0.02719,0.27,8.15
,0.112,25,169.1128,96,2016-02-04T07:13:45.040Z,earthquake,2016-02-04T15:16:25.590Z,us20004x0t,Balleny Islands region,-63.214,4.9,us,us,mb,5.4,reviewed,1.9,us,14.559,0.78,10
6,0,6,-67.7963,338.4,2016-02-04T06:59:30.100Z,earthquake,2016-02-04T15:02:03.215Z,pr16035001,"97km NE of Punta Cana, Dominican Republic",19.2423,3.1,pr,pr,Md,3.1,reviewed,9.9,pr,1.32950662,0.18,63
,0.059,93,147.4642,41,2016-02-04T06:59:27.130Z,earthquake,2016-02-04T15:02:08.975Z,us20004x0k,"50km WNW of Finschhafen, Papua New Guinea",-6.3994,5.1,us,us,mb,7.8,reviewed,7.5,us,3.001,0.99,75.3
14,0,13,-67.961,316.8,2016-02-04T06:43:16.100Z,earthquake,2016-02-04T14:45:56.859Z,pr16035000,"74km SE of Punta Cana, Dominican Republic",18.0608,3.4,pr,pr,Md,2.6,reviewed,1.3,pr,0.55875211,0.31,102
11,,4,-175.2623,190.799984736001,2016-02-04T05:17:56.000Z,earthquake,2016-02-10T08:30:00.502Z,ak12670103,"76km WSW of Atka, Alaska",51.9758,2.6,ak,ak,ml,3.8,reviewed,0.6,ak,0.4931751,0.29,91.7
12,,6,-179.5517,331.199973504002,2016-02-04T04:20:38.000Z,earthquake,2016-02-10T08:34:34.722Z,ak12794111,"31km W of Amatignak Island, Alaska",51.299,2.6,ak,ak,ml,9.8,reviewed,6.4,ak,0.6449904,0.32,57.3
5,,2,-179.6955,345.599972352002,2016-02-04T04:19:08.000Z,earthquake,2016-02-10T08:30:21.673Z,ak12794110,"48km WNW of Amatignak Island, Alaska",51.4978,2.5,ak,ak,ml,26,reviewed,5.8,ak,0.6288207,0.51,80.8
,0.124,17,-98.0581,82,2016-02-04T03:47:25.650Z,earthquake,2016-02-05T01:38:16.200Z,us20004x00,"7km SSW of Anthony, Kansas",37.0925,2.7,us,us,mb_lg,1.3,reviewed,2,us,0.042,0.26,5
,0.129,19,-177.4003,126,2016-02-04T00:58:42.640Z,earthquake,2016-02-04T09:01:08.767Z,us20004wz8,"146km SSE of Raoul Island, New Zealand",-30.5136,4.9,us,us,mb,5.8,reviewed,1.9,us,1.345,1.22,10
,0.082,48,-177.6348,80,2016-02-04T00:48:11.880Z,earthquake,2016-02-04T08:51:12.964Z,us20004wz7,"143km S of Raoul Island, New Zealand",-30.5407,5.1,us,us,mb,7.5,reviewed,1.7,us,1.316,0.96,10
,0.061,88,-177.6897,121,2016-02-04T00:07:46.390Z,earthquake,2016-02-04T08:10:14.973Z,us20004wyx,"144km S of Raoul Island, New Zealand",-30.5576,5.2,us,us,mb,8.9,reviewed,1.9,us,1.324,0.6,10
,0.06,72,-97.6136,48,2016-02-03T23:11:28.160Z,earthquake,2016-02-04T03:21:33.603Z,us20004wyi,"10km E of Medford, Oklahoma",36.7949,3.2,us,us,mb_lg,0.9,reviewed,7.9,us,0.205,0.35,1.37
54,,,-150.8024,28.7999976960002,2016-02-03T22:41:27.000Z,earthquake,2016-02-15T18:40:55.882Z,ak12662893,"96km WSW of Cantwell, Alaska",63.1496,2.6,ak,ak,ml,0.4,reviewed,0.4,ak,,0.43,130.5
10,0,6,-65.4393,270,2016-02-03T22:36:36.400Z,earthquake,2016-02-04T06:39:13.269Z,pr16034004,"56km NNE of Luquillo, Puerto Rico",18.808,3,pr,pr,Md,1.8,reviewed,4,pr,0.51832792,0.25,46
5,0,5,-65.482,259.2,2016-02-03T22:33:17.100Z,earthquake,2016-02-04T06:35:48.737Z,pr16034009,"60km NNE of Luquillo, Puerto Rico",18.8708,2.5,pr,pr,Md,2.2,reviewed,5.1,pr,0.59109146,0.2,15
4,0,4,-65.4688,288,2016-02-03T22:24:14.900Z,earthquake,2016-02-04T06:26:41.942Z,pr16034010,"64km NNE of Luquillo, Puerto Rico",18.9064,2.9,pr,pr,Md,3.7,reviewed,7.4,pr,0.62073586,0.15,16
6,0,3,-65.4994,266.4,2016-02-03T22:22:55.100Z,earthquake,2016-02-04T06:25:36.061Z,pr16034008,"66km NNE of Luquillo, Puerto Rico",18.9328,2.9,pr,pr,Md,1.2,reviewed,7.1,pr,0.65487184,0.07,28
5,0,5,-65.4789,262.8,2016-02-03T22:13:45.800Z,earthquake,2016-02-04T06:16:29.619Z,pr16034007,"63km NNE of Luquillo, Puerto Rico",18.8999,2.7,pr,pr,Md,0.9,reviewed,9.5,pr,0.61804092,0.09,24
4,0,1,-65.4844,309.6,2016-02-03T22:09:27.400Z,earthquake,2016-02-04T06:12:09.226Z,pr16034006,"61km NNE of Luquillo, Puerto Rico",18.8854,3,pr,pr,Md,1.5,reviewed,6.2,pr,0.6054645,0.09,32
3,0,3,-65.4729,298.8,2016-02-03T21:47:56.100Z,earthquake,2016-02-04T05:50:30.406Z,pr16034011,"51km NNE of Luquillo, Puerto Rico",18.7714,2.5,pr,pr,Md,2.3,reviewed,3.4,pr,0.49587004,0.11,52
,0.062,79,121.214,119,2016-02-03T21:01:07.840Z,earthquake,2016-02-04T05:03:47.450Z,us20004wxr,"74km N of Namuac, Philippines",19.2835,4.8,us,us,mb,9.2,reviewed,1.9,us,3.518,0.69,10
150,,,-153.546,57.5999953920004,2016-02-03T20:31:25.000Z,earthquake,2016-02-15T18:57:38.248Z,ak12660035,"47km WSW of Redoubt Volcano, Alaska",60.3334,4.5,ak,ak,ml,0.4,reviewed,0.4,ak,,0.81,188.8
,0.067,74,123.5749,50,2016-02-03T20:27:28.110Z,earthquake,2016-02-04T01:36:55.516Z,us20004wxd,"11km N of Kupang, Indonesia",-10.0667,5.2,us,us,mb,4.8,reviewed,1.7,us,0.749,1.13,10
14,,3,-179.5915,345.599972352002,2016-02-03T19:31:12.000Z,earthquake,2016-02-15T18:42:19.364Z,ak12658643,"51km NW of Amatignak Island, Alaska",51.6184,3.2,ak,ak,ml,8.1,reviewed,1,ak,0.4823953,0.58,49.3
15,,12,-163.3773,215.999982720001,2016-02-03T18:44:11.000Z,earthquake,2016-02-15T18:39:48.955Z,ak12657274,"97km S of False Pass, Alaska",53.9723,2.9,ak,ak,ml,1.4,reviewed,1.3,ak,0.7770427,0.62,17.4
36,,,-143.1203,223.199982144001,2016-02-03T18:33:55.000Z,earthquake,2016-02-15T18:39:29.785Z,ak12657273,"229km S of Cape Yakataga, Alaska",58.0407,2.7,ak,ak,ml,4.8,reviewed,5.4,ak,,0.61,11.4
,0.078,49,107.643,43,2016-02-03T18:27:51.190Z,earthquake,2016-02-04T02:08:31.562Z,us20004wx2,"40km WSW of Turka, Russia",52.8634,4.5,us,us,mb,9.2,reviewed,1.9,us,5.018,0.78,10
,0.07,63,141.1555,123,2016-02-03T17:59:40.770Z,earthquake,2016-02-03T23:32:13.376Z,us20004wwt,"30km SE of Iwaki, Japan",36.8816,4.7,us,us,mb,5,reviewed,1.9,us,1.012,0.74,10
,0.186,8,45.9526,76,2016-02-03T17:05:55.900Z,earthquake,2016-02-04T01:08:31.378Z,us20004wv2,"37km S of Terekli-Mekteb, Russia",43.8371,4.2,us,us,mb,9.4,reviewed,20.3,us,2.212,0.68,99.16
141,0.178,24,-117.5815,13,2016-02-03T16:37:18.340Z,earthquake,2016-02-06T22:13:48.802Z,ci37519872,"3km N of Rancho Cucamonga, California",34.1475,2.86,ci,ci,ml,0.12,reviewed,0.28,ci,0.05401,0.2,12.08
,0.159,12,75.4473,78,2016-02-03T16:30:34.050Z,earthquake,2016-02-18T04:51:10.898Z,us20004y5j,Mid-Indian Ridge,-30.2353,4.7,us,us,mb,7.9,reviewed,1.9,us,41.87,0.99,10
,0.217,6,-72.0924,195,2016-02-03T16:08:29.580Z,earthquake,2016-02-18T04:44:03.942Z,us20004wtq,"80km WNW of Coquimbo, Chile",-29.6306,4.3,us,us,mb,3.4,reviewed,1.8,us,0.796,1.21,10
,0.077,50,125.5444,75,2016-02-03T16:05:12.160Z,earthquake,2016-02-18T04:40:08.722Z,us20004wtr,"4km SW of Bolila, Philippines",6.3439,4.6,us,us,mb,3.6,reviewed,6.4,us,0.721,1.14,67.52
,0.129,17,142.2881,109,2016-02-03T15:35:58.420Z,earthquake,2016-02-18T04:37:32.115Z,us20004wtm,"49km S of Shizunai, Japan",41.8902,4.3,us,us,mb,4.1,reviewed,2.3,us,0.66,1.23,67.34
,0.112,23,93.3475,106,2016-02-03T15:24:07.060Z,earthquake,2016-02-18T04:32:41.057Z,us20004y5a,"158km SSE of Port Blair, India",10.3608,4.4,us,us,mb,7.7,reviewed,8.7,us,1.416,1.31,96.08
,0.05,53,-104.9152,55,2016-02-03T14:59:18.620Z,earthquake,2016-02-03T18:19:40.190Z,us20004wth,"37km W of Trinidad, Colorado",37.1215,3.5,us,us,ml,4.7,reviewed,8,us,0.403,0.74,1.42
44,,,-153.5175,125.999989920001,2016-02-03T14:49:06.000Z,earthquake,2016-02-15T18:38:38.175Z,ak12654531,"58km SW of Redoubt Volcano, Alaska",60.1277,2.6,ak,ak,ml,0.7,reviewed,0.4,ak,,0.54,158.9
6,0,4,-66.512,298.8,2016-02-03T14:44:24.300Z,earthquake,2016-02-03T22:47:05.201Z,pr16034003,"80km N of Tierras Nuevas Poniente, Puerto Rico",19.1847,3,pr,pr,Md,1,reviewed,2.7,pr,0.70338087,0.07,47
12,,10,-156.5538,169.199986464001,2016-02-03T14:33:14.000Z,earthquake,2016-02-15T18:36:15.543Z,ak12803152,"105km S of King Salmon, Alaska",57.7394,2.6,ak,ak,ml,1.3,reviewed,0.8,ak,0.06917028,0.59,137.7
,0.141,15,137.7025,73,2016-02-03T12:28:42.030Z,earthquake,2016-02-03T20:31:20.790Z,us20004wta,"17km WNW of Hotaka, Japan",36.3926,4.2,us,us,mb,4.2,reviewed,1.9,us,0.432,0.98,10
,0.084,45,164.5447,58,2016-02-03T11:54:30.240Z,earthquake,2016-02-03T19:57:14.617Z,us20004wt4,"141km W of Lata, Solomon Islands",-10.8178,4.9,us,us,mb,7.4,reviewed,1.7,us,4.729,0.65,10
,0.035,261,153.9539,133,2016-02-03T11:44:46.850Z,earthquake,2016-02-03T19:47:24.209Z,us20004wt3,Kuril Islands,47.362,5,us,us,mb,9.1,reviewed,5.9,us,6.233,1.12,27.64
37,,,-151.5093,79.1999936640005,2016-02-03T09:42:16.000Z,earthquake,2016-02-15T18:38:01.045Z,ak12651799,"15km NW of Fritz Creek, Alaska",59.8265,2.7,ak,ak,ml,0.6,reviewed,0.5,ak,,0.6,72
5,0,5,-64.5548,309.6,2016-02-03T09:27:31.800Z,earthquake,2016-02-03T13:00:45.812Z,pr16034002,"24km NNE of Road Town, British Virgin Islands",18.6336,2.9,pr,pr,Md,8.6,reviewed,6,pr,0.22278219,0.34,5
,0.24,5,-69.6346,84,2016-02-03T09:07:13.930Z,earthquake,2016-02-03T17:09:41.902Z,us20004wsu,"108km NNE of Tocopilla, Chile",-21.2696,4.4,us,us,mb,4.1,reviewed,5.7,us,0.248,0.53,47.7
34,,,-153.0302,64.7999948160004,2016-02-03T07:40:01.000Z,earthquake,2016-02-15T18:37:44.503Z,ak12651790,"67km W of Anchor Point, Alaska",59.8136,2.6,ak,ak,ml,0.4,reviewed,0.4,ak,,0.46,100.5
21,0,16,-64.1518,320.4,2016-02-03T07:24:59.800Z,earthquake,2016-02-04T01:56:40.286Z,pr16034001,"65km NE of Road Town, British Virgin Islands",18.8075,3.9,pr,pr,Md,3,reviewed,4.9,pr,0.5874982,0.25,42
,0.074,47,-97.3549,64,2016-02-03T07:00:42.910Z,earthquake,2016-02-03T22:39:19.959Z,us20004wsa,"9km WNW of Langston, Oklahoma",35.9777,2.8,us,us,mb_lg,1.9,reviewed,2,us,0.198,0.52,5
55,,,-150.686,39.5999968320002,2016-02-03T06:33:08.000Z,earthquake,2016-02-15T18:37:26.397Z,ak12650430,"92km WSW of Cantwell, Alaska",63.1205,2.5,ak,ak,ml,0.3,reviewed,0.4,ak,,0.48,112.8
39,,,-141.0303,140.399988768001,2016-02-03T06:28:44.000Z,earthquake,2016-02-15T18:37:11.383Z,ak12650424,"79km E of Cape Yakataga, Alaska",60.1953,2.9,ak,ak,ml,0.3,reviewed,0.2,ak,,0.8,2.2
