time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-09T02:29:02.720Z,30.6371,86.123,40.24,4.6,mb,,153,7.15,0.96,us,us20004yx3,2016-02-09T10:31:45.662Z,"102km SE of Maindong, China",earthquake,10.7,10,0.102,29,reviewed,us,us
2016-02-09T01:23:20.761Z,41.867,-119.632,11.8,2.5,ml,8,76.31,0.149,0.1867,nn,nn00530565,2016-02-10T02:36:26.756Z,"69km ESE of Lakeview, Oregon",earthquake,3.44,2.3,0.3,5,reviewed,nn,nn
2016-02-09T00:47:00.590Z,23.8546,121.7461,6.85,4.9,mwr,,78,0.346,0.88,us,us20004ywk,2016-02-09T05:51:51.955Z,"19km SE of Hualian, Taiwan",earthquake,3.7,4.4,0.066,22,reviewed,us,us
2016-02-09T00:39:00.530Z,-42.1293,173.0751,50.77,5.2,mwr,,58,0.387,1.13,us,us20004ywf,2016-02-11T08:55:11.982Z,"58km WNW of Kaikoura, New Zealand",earthquake,3.5,4.6,0.047,44,reviewed,us,us
2016-02-09T00:24:57.000Z,45.605,-67.35,1,3.3,mb_lg,,,,1.26,us,us20004z2l,2016-02-09T18:27:21.082Z,"44km SSW of Nackawic, Canada",earthquake,4.8,2,,,reviewed,ott,ott
2016-02-08T23:45:59.240Z,-32.1201,-71.9334,24.26,3.9,mwr,,190,0.934,0.82,us,us20004yvy,2016-02-09T07:48:42.737Z,"75km WNW of La Ligua, Chile",earthquake,4.7,2.7,0.049,40,reviewed,us,us
2016-02-08T23:26:45.800Z,28.3833,-43.8025,10,5.3,mb,,73,16.544,0.94,us,us20004yvv,2016-02-09T07:29:17.379Z,"Northern Mid-Atlantic Ridge",earthquake,10.6,1.9,0.033,312,reviewed,us,us
2016-02-08T23:03:26.070Z,28.3431,-43.7581,10,5.4,mb,,45,19.679,0.87,us,us20004yvg,2016-02-09T07:05:54.885Z,"Northern Mid-Atlantic Ridge",earthquake,10.1,1.8,0.025,543,reviewed,us,us
2016-02-08T22:50:24.760Z,28.2482,-43.7413,10,5,mb,,101,20.444,0.69,us,us20004yvn,2016-02-09T06:52:54.174Z,"Northern Mid-Atlantic Ridge",earthquake,7.9,1.8,0.08,49,reviewed,us,us
2016-02-08T22:29:45.000Z,45.599,-67.338,1,2.5,mb_lg,,,,0.56,us,us20004yxa,2016-02-09T22:17:31.300Z,"44km SSW of Nackawic, Canada",earthquake,2,2,,,reviewed,ott,ott
2016-02-08T21:16:07.880Z,19.5748,-97.4027,34.73,4.7,mb,,123,1.692,1.01,us,us20004yuq,2016-02-18T01:22:12.477Z,"17km W of Perote, Mexico",earthquake,7.5,5.5,0.071,60,reviewed,us,us
2016-02-08T21:00:29.780Z,36.9563333,-121.4465,5.03,2.6,md,71,47,0.04364,0.1,nc,nc72588105,2016-02-15T09:35:30.711Z,"12km ESE of Gilroy, California",earthquake,0.12,0.32,0.16,95,reviewed,nc,nc
2016-02-08T20:59:35.430Z,-19.306,-172.8159,41.97,5.3,mb,,26,8.8,1.35,us,us20004yui,2016-02-09T05:02:17.228Z,"142km ESE of Neiafu, Tonga",earthquake,11.3,6,0.035,267,reviewed,us,us
2016-02-08T20:39:45.690Z,28.3124,-43.831,10,5,mb,,93,29.846,0.76,us,us20004yum,2016-02-10T17:41:52.362Z,"Northern Mid-Atlantic Ridge",earthquake,8.6,1.8,0.04,202,reviewed,us,us
2016-02-08T20:19:58.060Z,18.9408333,-155.287,28.872,2.65,md,52,243,0.2702,0.26,hv,hv61172861,2016-02-11T20:53:04.692Z,"35km SE of Pahala, Hawaii",earthquake,1.17,2.69,0.124,24,reviewed,hv,hv
2016-02-08T18:55:51.700Z,18.4643,-66.724,91,2.9,Md,16,172.8,0.11947593,0.21,pr,pr16039005,2016-02-10T17:44:06.040Z,"1km SW of Arecibo, Puerto Rico",earthquake,1.1,0.8,0,10,reviewed,pr,pr
2016-02-08T16:50:07.960Z,46.1168333,-122.1626667,7.08,2.85,ml,27,90,0.01967,0.15,uw,uw61107642,2016-02-11T05:19:23.588Z,"31km NE of Amboy, Washington",earthquake,0.31,0.28,0.147,119,reviewed,uw,uw
2016-02-08T16:38:17.900Z,18.0366,-66.4179,16,2.6,Md,10,165.6,0.15810349,0.11,pr,pr16039006,2016-02-09T00:40:56.944Z,"0km ENE of Las Ollas, Puerto Rico",earthquake,0.4,0.8,0,7,reviewed,pr,pr
2016-02-08T16:19:13.090Z,-6.6214,154.7073,31.62,6.4,mww,,11,5.895,0.63,us,us20004yr0,2016-02-09T00:21:41.627Z,"92km WSW of Panguna, Papua New Guinea",earthquake,7.1,3.3,,,reviewed,us,us
2016-02-08T15:41:59.283Z,40.375,-119.4016,9,2.9,ml,13,69.25,0.539,0.1159,nn,nn00530423,2016-02-08T23:25:37.812Z,"22km S of Gerlach-Empire, Nevada",earthquake,6.27,2.9,0.24,4,reviewed,nn,nn
2016-02-08T15:35:43.430Z,37.0034,14.8933,10,4.6,mb,,153,0.477,1.04,us,us20004yqw,2016-02-08T23:38:19.589Z,"6km S of Palazzolo Acreide, Italy",earthquake,7,1.9,0.103,28,reviewed,us,us
2016-02-08T15:25:14.880Z,5.9587,126.4802,99.75,4.5,mb,,118,1.421,0.95,us,us20004yqr,2016-02-08T17:44:27.205Z,"55km SE of Pondaguitan, Philippines",earthquake,9.5,7,0.085,41,reviewed,us,us
2016-02-08T15:19:46.580Z,-8.3819,115.6321,24.03,4.1,mb,,129,1.466,0.85,us,us20004yqq,2016-02-09T02:46:31.176Z,"2km E of Tistagede, Indonesia",earthquake,8.9,7.1,0.145,13,reviewed,us,us
2016-02-08T15:11:29.000Z,59.7822,-153.0709,98.1,3.6,ml,,,,0.69,ak,ak12788425,2016-02-17T02:07:27.666Z,"69km W of Anchor Point, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-02-08T14:34:13.700Z,36.446,-98.6918,7.188,2.9,ml,,102,,0.47,us,us20004yqh,2016-02-08T20:10:21.450Z,"27km NW of Fairview, Oklahoma",earthquake,2.7,7,,,reviewed,tul,tul
2016-02-08T12:47:46.030Z,33.5188333,-116.4748333,8.58,2.5,ml,93,29,0.0413,0.17,ci,ci37521656,2016-02-08T23:19:30.690Z,"19km ESE of Anza, California",earthquake,0.12,0.26,0.224,26,reviewed,ci,ci
2016-02-08T12:13:19.630Z,-32.1033,-71.9252,22.34,4.7,mb,,186,0.948,0.89,us,us20004yq6,2016-02-08T20:15:57.921Z,"75km WNW of La Ligua, Chile",earthquake,5.3,5.9,0.153,13,reviewed,us,us
2016-02-08T12:05:55.020Z,-19.2461,168.5603,48.81,4.9,mb,,78,2.278,1.12,us,us20004yq4,2016-02-08T20:08:43.146Z,"81km WNW of Isangel, Vanuatu",earthquake,8.3,7.1,0.091,38,reviewed,us,us
2016-02-08T12:01:50.500Z,18.9064,-67.581,8,2.7,Md,5,313.2,0.52731107,0.21,pr,pr16039004,2016-02-08T20:04:20.602Z,"68km NW of San Antonio, Puerto Rico",earthquake,2.2,1.7,0,5,reviewed,pr,pr
2016-02-08T10:17:19.000Z,65.9052,-172.4344,36.2,2.6,ml,3,287.999976960002,,0.36,ak,ak12842954,2016-02-17T02:07:56.414Z,"55km NW of Lorino, Russia",earthquake,22.6,36.9,,,reviewed,ak,ak
2016-02-08T09:43:36.000Z,45.611,-67.339,1,2.7,mb_lg,,,,0.55,us,us20004yx1,2016-02-09T02:28:04.815Z,"43km SSW of Nackawic, Canada",earthquake,2.8,2,,,reviewed,ott,ott
2016-02-08T09:40:42.000Z,58.49,-156.1598,187.3,2.5,ml,14,215.999982720001,,0.37,ak,ak12842952,2016-02-17T02:09:47.596Z,"36km SE of King Salmon, Alaska",earthquake,2.1,1.9,,,reviewed,ak,ak
2016-02-08T09:32:07.650Z,-37.8618,-179.7137,10,4.6,mb,,228,1.598,0.59,us,us20004ypd,2016-02-08T17:34:43.205Z,"218km ENE of Gisborne, New Zealand",earthquake,9.9,2,0.182,9,reviewed,us,us
2016-02-08T08:46:17.000Z,67.2426,-171.7131,17.4,3.3,ml,7,226.799981856001,,0.89,ak,ak12842948,2016-02-17T02:09:05.518Z,"187km N of Lavrentiya, Russia",earthquake,12.9,10.7,,,reviewed,ak,ak
2016-02-08T08:02:12.850Z,35.5623,-97.3268,7.67,3.2,mb_lg,,57,0.02,0.37,us,us20004yp5,2016-02-13T17:30:27.076Z,"3km W of Jones, Oklahoma",earthquake,1.9,7.4,0.072,50,reviewed,us,us
2016-02-08T06:20:42.400Z,35.4643333,-119.9733333,7.64,3.54,mw,44,68,0.02973,0.3,ci,ci37521568,2016-02-14T09:06:21.191Z,"13km N of Simmler, California",earthquake,0.36,1.15,,5,reviewed,ci,ci
2016-02-08T06:20:04.500Z,19.3815,-66.3424,75,3.5,Md,17,252,0.91628159,0.44,pr,pr16039002,2016-02-08T14:22:31.684Z,"101km N of Brenas, Puerto Rico",earthquake,3.2,7,0,12,reviewed,pr,pr
2016-02-08T04:39:24.900Z,18.86,-64.594,34,3.3,Md,16,280.8,0.44017449,0.25,pr,pr16039001,2016-02-08T12:42:05.221Z,"49km N of Road Town, British Virgin Islands",earthquake,3,6.5,0,7,reviewed,pr,pr
2016-02-08T03:53:40.200Z,36.1162,-97.5813,4.475,2.8,ml,,64,,0.18,us,us20004ynm,2016-02-09T22:13:17.677Z,"18km N of Crescent, Oklahoma",earthquake,1.3,4.3,,,reviewed,tul,tul
2016-02-08T02:12:35.220Z,40.7853333,-123.4933333,21.27,2.99,ml,63,28,0.2023,0.14,nc,nc72590081,2016-02-18T01:00:21.040Z,"20km SE of Willow Creek, California",earthquake,0.19,0.36,0.201,23,reviewed,nc,nc
2016-02-08T01:56:55.000Z,57.6434,-153.0087,54.7,2.6,ml,,,,0.52,ak,ak12779197,2016-02-17T02:08:34.017Z,"27km WSW of Kodiak Station, Alaska",earthquake,0.8,0.4,,,reviewed,ak,ak
2016-02-08T01:54:56.100Z,18.805,-64.133,36,3.1,Md,6,334.8,0.59827798,0.25,pr,pr16039000,2016-02-18T05:23:21.040Z,"66km NE of Road Town, British Virgin Islands",earthquake,7.6,9.4,0,5,reviewed,pr,pr
2016-02-08T01:44:35.000Z,51.8375,178.4025,101,3,ml,,197,,0.32,us,us200050r8,2016-02-18T05:21:53.042Z,"14km SSW of Little Sitkin Island, Alaska",earthquake,18.3,9.4,,13,reviewed,ak,ak
2016-02-08T01:42:50.000Z,61.5547,-146.3651,26.7,3.8,ml,,,,0.63,ak,ak12779176,2016-02-18T00:57:22.040Z,"47km N of Valdez, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-02-08T01:42:31.700Z,36.316,-98.1511,6.622,2.6,ml,,77,,0.25,us,us20004ymw,2016-02-18T05:18:56.601Z,"23km W of Waukomis, Oklahoma",earthquake,1,3.3,,,reviewed,tul,tul
2016-02-08T01:39:45.300Z,36.6953,-98.2658,4.751,2.7,ml,,106,,0.46,us,us20004ymv,2016-02-18T05:12:29.227Z,"10km SE of Cherokee, Oklahoma",earthquake,1.5,5.8,,,reviewed,tul,tul
2016-02-08T01:15:35.260Z,36.3944,71.078,124.61,4.1,mb,,76,0.833,1.18,us,us20004ymu,2016-02-18T05:09:29.580Z,"49km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,3.1,6.2,0.139,14,reviewed,us,us
2016-02-08T01:06:41.680Z,-20.3022,-178.082,535.32,4.1,mb,,138,4.454,0.64,us,us20004zi2,2016-02-18T04:59:58.665Z,"75km ENE of Ndoi Island, Fiji",earthquake,13.5,6.7,0.096,30,reviewed,us,us
2016-02-08T01:02:05.830Z,-20.6951,-68.9182,99.44,3.9,mb,,99,0.593,0.42,us,us20004ymr,2016-02-18T04:53:08.257Z,"138km ESE of Iquique, Chile",earthquake,3.4,5.8,0.21,6,reviewed,us,us
2016-02-08T00:33:08.370Z,36.526,70.2594,197.26,4.6,mb,,69,0.65,0.83,us,us20004ymm,2016-02-08T08:35:36.103Z,"36km E of Farkhar, Afghanistan",earthquake,6.2,5.8,0.137,16,reviewed,us,us
2016-02-08T00:23:54.410Z,35.8963,-96.7336,4.84,2.7,mb_lg,,100,0.051,0.4,us,us20004ymh,2016-02-13T17:51:28.785Z,"10km SSE of Cushing, Oklahoma",earthquake,1.5,1.7,0.228,5,reviewed,us,us
2016-02-08T00:19:32.850Z,-19.5368,-172.9393,37.76,4.8,mb,,103,5.705,1.11,us,us20004ymi,2016-02-08T08:22:03.678Z,"147km SE of Neiafu, Tonga",earthquake,11.2,7,0.096,34,reviewed,us,us
2016-02-07T23:57:09.000Z,52.2305,-170.3645,33.5,3.4,ml,,,,0.61,ak,ak12777341,2016-02-15T22:21:57.647Z,"50km SSE of Yunaska Island, Alaska",earthquake,1.3,0.8,,,reviewed,ak,ak
2016-02-07T23:40:01.490Z,31.0847,97.8329,10,4.3,mb,,105,7.611,0.61,us,us20004ymb,2016-02-08T07:42:41.390Z,"47km NW of Agar, China",earthquake,11.3,2,0.169,10,reviewed,us,us
2016-02-07T23:31:10.490Z,27.2681,98.4026,17.92,4.6,mb,,80,6.109,1.22,us,us20004ym9,2016-02-08T07:33:44.517Z,"62km SSW of Cikai, China",earthquake,11,5.2,0.109,25,reviewed,us,us
2016-02-07T20:45:40.810Z,24.2903,123.4745,46.63,4.5,mb,,131,0.457,0.98,us,us20004ylg,2016-02-08T04:48:31.247Z,"51km ESE of Yonakuni, Japan",earthquake,9.8,7.4,0.139,15,reviewed,us,us
2016-02-07T20:05:13.560Z,-22.9784,69.3151,10,4.5,mb,,142,12.715,1.13,us,us20004yl9,2016-02-08T04:07:46.708Z,"Mid-Indian Ridge",earthquake,13.9,1.9,0.125,19,reviewed,us,us
2016-02-07T18:59:46.040Z,-22.4237,-178.6705,611.01,4.4,mb,,232,5.58,1.02,us,us20004yky,2016-02-08T03:02:27.856Z,"196km S of Ndoi Island, Fiji",earthquake,12.1,23.8,0.134,16,reviewed,us,us
2016-02-07T18:22:45.020Z,-20.4532,-178.3467,505.33,4.4,mb,,146,4.341,1.3,us,us20004ykv,2016-02-08T02:25:27.609Z,"42km ENE of Ndoi Island, Fiji",earthquake,15.9,8.7,0.073,55,reviewed,us,us
2016-02-07T16:55:14.800Z,19.1445,-65.1856,24,2.9,Md,15,252,0.81746691,0.15,pr,pr16038010,2016-02-08T00:57:59.640Z,"92km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.8,13.6,0,11,reviewed,pr,pr
2016-02-07T16:44:15.200Z,19.0939,-65.1849,46,3.1,Md,14,255.6,0.76895788,0.21,pr,pr16038006,2016-02-07T18:30:22.811Z,"87km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.2,6.3,0,10,reviewed,pr,pr
2016-02-07T16:10:00.440Z,35.99,-97.1826,5,3.2,mb_lg,,62,0.205,0.33,us,us20004yk6,2016-02-07T23:39:06.466Z,"8km NE of Langston, Oklahoma",earthquake,0.9,2,0.057,80,reviewed,us,us
2016-02-07T15:28:27.000Z,61.2882,-149.4614,25.1,2.5,ml,,,,0.48,ak,ak12768238,2016-02-15T22:21:14.855Z,"24km ENE of Anchorage, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-02-07T15:27:05.000Z,58.2219,-151.3425,58.2,3.3,ml,,,,0.67,ak,ak12768235,2016-02-15T22:20:31.067Z,"79km NE of Kodiak, Alaska",earthquake,0.7,0.9,,,reviewed,ak,ak
2016-02-07T15:09:44.000Z,52.1535,-169.3466,24.5,3.5,ml,,,,0.36,ak,ak12766444,2016-02-15T22:21:37.916Z,"93km SSW of Nikolski, Alaska",earthquake,1.7,2.1,,,reviewed,ak,ak
2016-02-07T14:54:01.000Z,52.4899,-169.1943,38.4,2.7,ml,,,,0.18,ak,ak12827692,2016-02-15T22:24:05.086Z,"54km SSW of Nikolski, Alaska",earthquake,4.9,1.6,,,reviewed,ak,ak
2016-02-07T14:16:56.810Z,36.5279,70.3108,205.91,4.5,mb,,74,0.633,0.55,us,us20004yjp,2016-02-07T22:19:30.858Z,"40km E of Farkhar, Afghanistan",earthquake,6.4,6.3,0.311,3,reviewed,us,us
2016-02-07T12:34:56.100Z,19.1697,-65.1745,30,3.1,Md,13,259.2,0.83992479,0.28,pr,pr16038008,2016-02-07T20:37:23.132Z,"95km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.2,15.9,0,11,reviewed,pr,pr
2016-02-07T12:20:34.610Z,36.1361,-97.2734,3.28,2.6,mb_lg,,48,0.286,0.45,us,us20004yiz,2016-02-07T20:23:03.146Z,"17km S of Perry, Oklahoma",earthquake,0.7,7.5,0.098,27,reviewed,us,us
2016-02-07T11:29:42.200Z,19.0636,-65.244,40,3.1,Md,12,252,0.75278821,0.23,pr,pr16038007,2016-02-07T19:32:12.655Z,"84km N of Culebra, Puerto Rico",earthquake,2,6.8,0,8,reviewed,pr,pr
2016-02-07T11:26:44.000Z,18.6749,-64.6295,18,2.9,Md,6,284.4,0.25691817,0.4,pr,pr16038005,2016-02-07T18:30:01.100Z,"28km N of Road Town, British Virgin Islands",earthquake,3.2,3.5,0,4,reviewed,pr,pr
2016-02-07T10:36:50.000Z,59.6858,-153.1715,112.7,2.7,ml,,,,0.43,ak,ak12759323,2016-02-15T22:20:53.124Z,"76km W of Anchor Point, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-02-07T10:26:57.610Z,36.0021,139.9827,49.94,4.6,mb,,112,0.283,1.13,us,us20004yin,2016-02-13T08:50:56.479Z,"1km S of Mitsukaido, Japan",earthquake,6.1,2,0.061,80,reviewed,us,us
2016-02-07T07:34:24.000Z,59.7568,-153.1341,104.5,3.3,ml,,,,0.61,ak,ak12754023,2016-02-15T23:07:55.285Z,"73km W of Anchor Point, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-02-07T07:25:39.880Z,14.0863,145.202,90.75,5.1,mb,,58,0.59,0.73,us,us20004yi3,2016-02-07T14:18:50.180Z,"7km S of Rota, Northern Mariana Islands",earthquake,8,5.4,0.038,222,reviewed,us,us
2016-02-07T07:11:45.150Z,-9.0514,158.6616,10,5,mb,,36,1.326,0.79,us,us20004yi0,2016-02-07T15:14:21.557Z,"118km SSW of Dadali, Solomon Islands",earthquake,5,1.8,0.072,62,reviewed,us,us
2016-02-07T07:08:48.130Z,-24.1668,-67.1375,234.84,4.2,mb,,88,2.246,0.55,us,us20004yhz,2016-02-07T15:11:19.197Z,"83km W of San Antonio de los Cobres, Argentina",earthquake,7.1,11,0.235,5,reviewed,us,us
2016-02-07T06:41:22.000Z,52.6737,-163.9452,2.6,2.7,ml,,,,0.29,ak,ak12827652,2016-02-15T22:22:29.000Z,"203km SE of Akutan, Alaska",earthquake,3,1.6,,,reviewed,ak,ak
2016-02-07T05:23:01.100Z,18.7245,-66.7356,30,2.7,Md,11,241.2,0.43747954,0.41,pr,pr16038003,2016-02-07T13:26:15.482Z,"27km N of Arecibo, Puerto Rico",earthquake,1.7,6.7,0,9,reviewed,pr,pr
2016-02-07T03:52:27.200Z,19.0499,-66.7648,24,2.8,Md,5,288,0.92077317,0.25,pr,pr16038002,2016-02-07T11:54:53.458Z,"62km N of Hatillo, Puerto Rico",earthquake,1.8,22,0,2,reviewed,pr,pr
2016-02-07T03:47:36.460Z,36.0325,-117.7685,1.18,2.58,ml,30,51,0.007734,0.14,ci,ci37521248,2016-02-08T17:54:37.130Z,"16km E of Coso Junction, California",earthquake,0.16,0.2,0.159,74,reviewed,ci,ci
2016-02-07T02:21:34.930Z,32.2891667,-115.321,18.55,2.78,ml,27,165,0.1307,0.24,ci,ci37521216,2016-02-11T19:06:21.037Z,"14km WSW of Delta, B.C., MX",earthquake,0.53,0.82,0.202,24,reviewed,ci,ci
2016-02-07T02:03:40.400Z,-15.2157,-173.3999,51,5.8,mwb,,41,2.038,0.91,us,us20004yh2,2016-02-09T22:10:15.283Z,"89km NNE of Hihifo, Tonga",earthquake,5.1,1.8,0.038,65,reviewed,us,us
2016-02-07T01:09:48.660Z,36.7777,140.516,4.12,4.6,mb,,128,0.605,0.89,us,us20004ygs,2016-02-07T11:13:06.503Z,"14km E of Daigo, Japan",earthquake,6.1,4.4,0.054,101,reviewed,us,us
2016-02-07T00:33:26.100Z,18.1107,-67.739,64,3.1,Md,11,298.8,0.36741095,0.44,pr,pr16038000,2016-02-07T08:36:05.930Z,"57km WSW of Rincon, Puerto Rico",earthquake,2.5,1.7,0,8,reviewed,pr,pr
2016-02-07T00:05:23.400Z,19.0893,-66.7717,45,2.8,Md,9,280.8,0.65038027,0.25,pr,pr16038001,2016-02-07T08:07:50.672Z,"66km N of Hatillo, Puerto Rico",earthquake,1.5,4.8,0,7,reviewed,pr,pr
2016-02-06T23:09:10.910Z,37.0802,-104.9659,1.71,4,ml,,64,0.447,1.09,us,us20004yg7,2016-02-07T08:44:41.014Z,"42km WSW of Trinidad, Colorado",earthquake,3.1,7.1,0.05,67,reviewed,us,us
2016-02-06T22:49:06.200Z,19.1152,-66.7735,44,3.2,Md,21,248.4,0.64139711,0.4,pr,pr16037008,2016-02-07T06:52:07.848Z,"69km N of Hatillo, Puerto Rico",earthquake,1.7,5.3,0,20,reviewed,pr,pr
2016-02-06T22:23:42.460Z,-4.4798,153.5447,120.58,4.4,mb,,120,8.005,0.43,us,us20004yfi,2016-02-07T06:26:22.286Z,"56km E of Taron, Papua New Guinea",earthquake,14.2,8.1,0.123,19,reviewed,us,us
2016-02-06T22:17:32.000Z,60.4441,-141.5905,0,2.9,ml,38,86.3999930880005,0.116781,0.73,ak,ak12745274,2016-02-07T14:29:44.015Z,"62km NE of Cape Yakataga, Alaska",earthquake,0.2,0.2,,2,automatic,ak,ak
2016-02-06T21:59:54.230Z,35.9823,-97.1811,7.63,3.5,mb_lg,,31,0.206,0.51,us,us20004yei,2016-02-07T03:32:20.934Z,"7km ENE of Langston, Oklahoma",earthquake,1.5,7.5,0.05,103,reviewed,us,us
2016-02-06T21:15:49.490Z,35.9818,-97.1912,5,2.6,mb_lg,,56,0.214,0.6,us,us20004ye9,2016-02-07T05:18:21.333Z,"7km NE of Langston, Oklahoma",earthquake,1.2,2,0.098,27,reviewed,us,us
2016-02-06T21:08:02.660Z,36.6539,-98.453,5,2.6,mb_lg,,50,0.213,0.45,us,us20004ye7,2016-02-07T05:10:45.465Z,"14km SW of Cherokee, Oklahoma",earthquake,1.7,2,0.111,21,reviewed,us,us
2016-02-06T20:39:09.280Z,36.8097,-97.765,4.35,3.8,mb_lg,,30,0.014,0.36,us,us20004ye0,2016-02-07T01:33:20.611Z,"2km W of Medford, Oklahoma",earthquake,1.1,6.1,0.048,113,reviewed,us,us
2016-02-06T18:03:17.260Z,-15.0001,167.9247,34.97,4.4,mb,,62,0.826,1.19,us,us20004zab,2016-02-10T16:49:48.449Z,"94km E of Port-Olry, Vanuatu",earthquake,6.5,8.1,0.138,15,reviewed,us,us
2016-02-06T17:29:42.180Z,42.6403,140.9807,145.47,4.3,mb,,52,0.398,0.87,us,us20004yd8,2016-02-10T16:27:41.067Z,"21km NNE of Date, Japan",earthquake,6.6,6.7,0.06,80,reviewed,us,us
2016-02-06T16:56:17.500Z,18.9055,-64.455,44,3.6,Md,15,295.2,0.50934477,0.34,pr,pr16037006,2016-02-06T18:07:38.339Z,"56km NNE of Road Town, British Virgin Islands",earthquake,3.8,6.4,0,11,reviewed,pr,pr
2016-02-06T16:53:08.700Z,18.0268,-65.601,21,2.6,Md,5,216,0.08354332,0.1,pr,pr16037007,2016-02-07T00:55:38.503Z,"15km WSW of Esperanza, Puerto Rico",earthquake,0.8,1.1,0,3,reviewed,pr,pr
2016-02-06T16:50:53.000Z,61.633,-150.3917,40.4,2.6,ml,53,32.3999974080002,0.1760698,0.63,ak,ak12741799,2016-02-07T12:27:49.919Z,"22km SW of Willow, Alaska",earthquake,0.3,0.9,,3,automatic,ak,ak
2016-02-06T16:07:10.000Z,60.4271,-148.4639,13.9,3.3,ml,75,147.599988192001,0.4347846,0.88,ak,ak12740073,2016-02-07T12:27:42.181Z,"40km SSE of Whittier, Alaska",earthquake,0.3,0.3,,3,automatic,ak,ak
2016-02-06T15:12:29.260Z,36.1399,-97.2844,4.19,3,mb_lg,,47,0.296,0.41,us,us20004yc5,2016-02-06T23:15:08.571Z,"16km S of Perry, Oklahoma",earthquake,1.4,7.4,0.065,61,reviewed,us,us
2016-02-06T12:55:57.250Z,-18.7553,-177.6198,618.46,4.3,mb,,97,4.233,0.83,us,us20004ybx,2016-02-06T20:58:30.185Z,"238km NNE of Ndoi Island, Fiji",earthquake,14,10.4,0.109,24,reviewed,us,us
2016-02-06T12:47:44.000Z,59.6951,-152.4926,72.3,2.5,ml,40,125.999989920001,0.3754958,0.5,ak,ak12734924,2016-02-07T12:27:46.059Z,"38km WSW of Anchor Point, Alaska",earthquake,0.6,0.8,,6,automatic,ak,ak
2016-02-06T12:05:31.200Z,6.8291,-73.0611,147.6,4.3,Mb,,50.4,1.42472804,1.05,us,us20004ybp,2016-02-06T20:08:00.064Z,"15km NNW of Aratoca, Colombia",earthquake,7.6,11,0.1,19,reviewed,us,us
2016-02-06T10:12:10.440Z,13.3189,-89.5829,64.22,4.6,mb,,170,0.5,1.18,us,us20004yb8,2016-02-06T18:14:50.090Z,"33km WSW of La Libertad, El Salvador",earthquake,7,7.7,0.057,92,reviewed,us,us
2016-02-06T09:33:50.000Z,19.1539,-65.224,40,2.9,Md,5,306,0.83812816,0.11,pr,pr16037005,2016-02-06T17:36:30.835Z,"94km N of Culebra, Puerto Rico",earthquake,2.4,8.8,0,4,reviewed,pr,pr
2016-02-06T09:19:18.380Z,35.9814,-97.1855,5,3.2,mb_lg,,56,0.21,0.52,us,us20004yb3,2016-02-06T14:04:37.825Z,"7km ENE of Langston, Oklahoma",earthquake,1,2,0.056,83,reviewed,us,us
2016-02-06T09:13:47.720Z,35.9797,-97.1891,5,2.9,mb_lg,,64,0.213,0.54,us,us20004yb1,2016-02-07T04:14:45.796Z,"7km ENE of Langston, Oklahoma",earthquake,0.8,2,0.068,56,reviewed,us,us
2016-02-06T09:00:09.880Z,-29.5745,30.74,10,3.7,mb,,114,4.894,0.51,us,us20004ylw,2016-02-09T01:16:32.282Z,"28km NNE of Mpumalanga, South Africa",earthquake,12.4,2,0.252,4,reviewed,us,us
2016-02-06T09:00:03.600Z,18.677,-66.4714,27,3.1,Md,22,212.4,0.20661252,0.18,pr,pr16037004,2016-02-06T17:04:15.887Z,"23km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.7,1.3,0,19,reviewed,pr,pr
2016-02-06T08:06:56.000Z,57.8139,-157.5354,105.3,3.1,ml,16,266.399978688002,2.202669,0.89,ak,ak12729635,2016-02-07T12:23:44.447Z,"110km SSW of King Salmon, Alaska",earthquake,3.4,7.7,,3,automatic,ak,ak
2016-02-06T06:49:55.070Z,40.3301667,-124.6306667,22.97,2.71,md,29,243,0.2649,0.14,nc,nc72589381,2016-02-08T23:05:06.550Z,"41km SW of Ferndale, California",earthquake,0.51,0.77,0.088,19,reviewed,nc,nc
2016-02-06T06:45:32.000Z,18.8885,-67.4402,44,2.7,Md,4,331.2,0.78422924,0.2,pr,pr16037003,2016-02-06T14:48:12.008Z,"56km NW of San Antonio, Puerto Rico",earthquake,4.3,11.3,0,2,reviewed,pr,pr
2016-02-06T06:20:22.360Z,-8.9421,-74.497,149.63,4.6,mb,,106,2.143,0.84,us,us20004yaj,2016-02-06T14:22:51.485Z,"61km SSE of Campoverde, Peru",earthquake,8.5,5.4,0.101,29,reviewed,us,us
